기관명,지역,프로그램명,종목,기준일,정원,신청인원,대기인원,시연데이터
구리시멀티스포츠센터,경기,10A(화목)오전볼링초급반,볼링,2026-07-01,16,6,0,true
구리시멀티스포츠센터,경기,10A(화목)오전볼링초급반,볼링,2026-08-01,16,7,0,true
구리시멀티스포츠센터,경기,10A(화목)오전볼링초급반,볼링,2026-09-01,16,6,0,true
마포구민체육센터,서울,볼링소그룹레슨(4회)오전09,볼링,2026-04-01,15,5,0,true
마포구민체육센터,서울,볼링소그룹레슨(4회)오전09,볼링,2026-05-01,15,5,0,true
마포구민체육센터,서울,볼링소그룹레슨(4회)오전09,볼링,2026-06-01,15,4,0,true
마포구민체육센터,서울,볼링소그룹레슨(4회)오전09,볼링,2026-07-01,15,6,0,true
마포구민체육센터,서울,볼링소그룹레슨(4회)오전09,볼링,2026-08-01,15,7,0,true
마포구민체육센터,서울,볼링소그룹레슨(4회)오전09,볼링,2026-09-01,15,6,0,true
마포구민체육센터,서울,수금)볼링레슨오후D_16,볼링,2026-04-01,12,14,5,true
마포구민체육센터,서울,수금)볼링레슨오후D_16,볼링,2026-05-01,12,7,0,true
마포구민체육센터,서울,수금)볼링레슨오후D_16,볼링,2026-06-01,12,9,0,true
마포구민체육센터,서울,수금)볼링레슨오후D_16,볼링,2026-07-01,12,14,5,true
마포구민체육센터,서울,수금)볼링레슨오후D_16,볼링,2026-08-01,12,14,5,true
마포구민체육센터,서울,수금)볼링레슨오후D_16,볼링,2026-09-01,12,14,3,true
올림픽기념국민생활관,서울,[휴강] 역도 19시 금요일,역도,2026-04-01,18,15,0,true
올림픽기념국민생활관,서울,[휴강] 역도 19시 금요일,역도,2026-05-01,18,17,0,true
올림픽기념국민생활관,서울,[휴강] 역도 19시 금요일,역도,2026-06-01,18,18,3,true
올림픽기념국민생활관,서울,[휴강] 역도 19시 금요일,역도,2026-07-01,18,17,0,true
올림픽기념국민생활관,서울,[휴강] 역도 19시 금요일,역도,2026-08-01,18,18,1,true
올림픽기념국민생활관,서울,[휴강] 역도 19시 금요일,역도,2026-09-01,18,18,3,true
올림픽기념국민생활관,서울,역도 11:30 토요일,역도,2026-04-01,10,12,3,true
올림픽기념국민생활관,서울,역도 11:30 토요일,역도,2026-05-01,10,12,4,true
올림픽기념국민생활관,서울,역도 11:30 토요일,역도,2026-06-01,10,12,3,true
올림픽기념국민생활관,서울,역도 11:30 토요일,역도,2026-07-01,10,12,6,true
올림픽기념국민생활관,서울,역도 11:30 토요일,역도,2026-08-01,10,12,3,true
올림픽기념국민생활관,서울,역도 11:30 토요일,역도,2026-09-01,10,12,6,true
올림픽기념국민생활관,서울,역도 19시 월수,역도,2026-04-01,40,19,0,true
올림픽기념국민생활관,서울,역도 19시 월수,역도,2026-05-01,40,23,0,true
올림픽기념국민생활관,서울,역도 19시 월수,역도,2026-06-01,40,21,0,true
올림픽기념국민생활관,서울,역도 19시 월수,역도,2026-07-01,40,21,0,true
올림픽기념국민생활관,서울,역도 19시 월수,역도,2026-08-01,40,23,0,true
올림픽기념국민생활관,서울,역도 19시 월수,역도,2026-09-01,40,23,0,true
올림픽기념국민생활관,서울,역도 19:00 수요일,역도,2026-04-01,10,12,3,true
올림픽기념국민생활관,서울,역도 19:00 수요일,역도,2026-05-01,10,12,5,true
올림픽기념국민생활관,서울,역도 19:00 수요일,역도,2026-06-01,10,12,4,true
올림픽기념국민생활관,서울,역도 19:00 수요일,역도,2026-07-01,10,12,4,true
올림픽기념국민생활관,서울,역도 19:00 수요일,역도,2026-08-01,10,12,4,true
올림픽기념국민생활관,서울,역도 19:00 수요일,역도,2026-09-01,10,12,3,true
올림픽기념국민생활관,서울,역도 19시 금요일,역도,2026-04-01,10,12,5,true
올림픽기념국민생활관,서울,역도 19시 금요일,역도,2026-05-01,10,12,5,true
올림픽기념국민생활관,서울,역도 19시 금요일,역도,2026-06-01,10,12,4,true
올림픽기념국민생활관,서울,역도 19시 금요일,역도,2026-07-01,10,12,6,true
올림픽기념국민생활관,서울,역도 19시 금요일,역도,2026-08-01,10,12,3,true
올림픽기념국민생활관,서울,역도 19시 금요일,역도,2026-09-01,10,12,4,true
